country,city,aqi_value,co_aqi_value,ozone_aqi_value,no2_aqi_value,pm25_aqi_value,lat,lng
Italy,Villacidro,63,1,63,0,21,39.4578,8.7424
India,Warangal,164,2,47,5,164,17.9689,79.5941
Germany,Weinheim,64,1,59,0,64,49.55,8.6667
United States of America,Westland,57,1,34,1,57,42.3192,-83.3805
Brazil,Bastos,23,1,7,1,23,-21.9167,-50.7333
United States of America,Buford,79,3,19,18,79,34.1192,-83.9903
Austria,Burghausen,67,1,25,4,67,48.1667,12.8333
Brazil,Canoinhas,29,0,12,1,29,-26.1769,-50.39
Thailand,Ban Chang,52,0,22,1,52,12.7208,101.0669
Saint Kitts and Nevis,Basseterre,90,1,25,0,90,17.3,-62.7333
Netherlands,Best,30,1,30,2,28,51.5167,5.4
Chile,Cabrero,65,2,7,9,65,-37.0333,-72.4
,Bagheria,81,1,46,0,81,38.0833,13.5
Belgium,Mouscron,48,1,36,3,48,50.7333,3.2167
Japan,Nagai,57,1,50,1,57,38.1075,140.0405
United States of America,Nampa,63,1,29,4,63,43.5844,-116.5638
United States of America,Massapequa Park,68,2,16,23,68,40.6817,-73.4496
Brazil,Lajedo,29,0,11,1,29,-8.6639,-36.32
United States of America,Lakeville,37,1,30,9,37,44.6774,-93.252
United States of America,Lakeville,37,1,30,9,37,41.831,-70.9594
Poland,Legnica,70,1,38,1,70,51.2083,16.1603
Mozambique,Manica,45,2,16,0,45,-18.9344,32.8756
United States of America,Lombard,67,2,17,18,67,41.8741,-88.0157
Italy,Lucca,58,1,44,2,58,43.8417,10.5028
United Kingdom of Great Britain and Northern Ireland,Liverpool,46,1,27,4,46,53.4075,-2.9919
Germany,Leipzig,62,1,34,2,62,51.34,12.375
Belarus,Navahrudak,31,1,31,0,14,53.5833,25.8167
Slovenia,Murska Sobota,74,2,32,5,74,46.6667,16.1667
United States of America,Moline,77,3,1,10,77,41.4821,-90.492
Thailand,Phra Pradaeng,70,1,24,1,70,13.6592,100.5331
Albania,Pogradec,44,1,44,0,39,40.9,20.65
United States of America,Cottonwood Heights,51,1,18,10,51,40.6137,-111.8144
Mexico,Cuernavaca,194,5,6,26,194,18.9186,-99.2342
Japan,Chatan,32,0,32,1,26,26.32,127.7639
Germany,Glinde,34,1,34,2,25,53.5406,10.2111
Philippines,Guiguinto,71,1,24,1,71,14.8333,120.8833
Brazil,Itambacuri,29,1,5,2,29,-18.0364,-41.683
Germany,Heubach,29,0,29,2,28,48.7881,9.9333
China,Yicheng,153,3,153,2,90,31.3697,119.8239
China,Yicheng,153,3,153,2,90,31.7117,112.2551
Japan,Yugawara,42,1,42,2,36,35.1479,139.1083
Netherlands,Zaltbommel,39,1,29,4,39,51.8,5.25
Netherlands,Zwolle,31,1,30,3,31,52.5167,6.1
Germany,Wiesmoor,38,1,38,0,33,53.4,7.7333
United States of America,Woodinville,59,2,22,9,59,47.757,-122.1477
India,Harpanahalli,50,1,17,3,50,14.7877,75.9886
Netherlands,Hellevoetsluis,37,1,37,1,30,51.8167,4.1333
United States of America,Highland Village,68,2,31,5,68,33.0897,-97.0615
United States of America,Kendale Lakes,34,1,34,1,28,25.7081,-80.4078
Germany,Kerpen,56,1,45,1,56,50.8719,6.6961
Germany,Reutlingen,62,1,52,0,62,48.4833,9.2167
United States of America,Puyallup,54,1,28,6,54,47.1793,-122.2902
Colombia,Pacho,65,1,27,2,65,5.1306,-74.1583
Italy,Palma Campania,71,1,71,0,56,40.8667,14.55
United States of America,Parker,46,1,39,1,46,39.5084,-104.7753
United States of America,Parker,46,1,39,1,46,34.8513,-82.4512
,Teignmouth,37,1,29,1,37,50.5515,-3.4886
Mexico,Tlalmanalco,197,4,27,10,197,19.2044,-98.8025
United Kingdom of Great Britain and Northern Ireland,Tonbridge,34,0,34,0,26,51.1987,0.2764
,Torquay,36,1,30,1,36,50.47,-3.53
,Torquay,36,1,30,1,36,-38.3333,144.3167
Venezuela (Bolivarian Republic of),Turmero,86,1,39,2,86,10.2283,-67.4753
Philippines,Urbiztondo,119,2,26,6,119,15.8227,120.3295
Romania,Vulcan,46,1,46,0,39,45.3811,23.2914
United Kingdom of Great Britain and Northern Ireland,Sutton Coldfield,33,1,30,1,33,52.563,-1.822
Japan,Tachikawa,83,2,21,17,83,35.6942,139.4197
Brazil,Bariri,66,1,24,1,66,-22.0744,-48.7403
United States of America,Bend,36,1,25,2,36,44.0563,-121.3095
India,Bhilai,160,3,40,5,160,21.3667,81.7167
India,Bhilai,160,3,40,5,160,21.21,81.38
Spain,Bilbao,40,1,40,0,18,43.2569,-2.9236
Brazil,Carira,21,0,21,0,13,-10.3581,-37.7008
Philippines,Castillejos,102,1,25,3,102,14.9333,120.2
United States of America,Cincinnati,46,1,46,1,39,39.1413,-84.506
United States of America,Clermont,95,1,95,1,17,28.5325,-81.7208
United States of America,Clermont,95,1,95,1,17,49.3789,2.4125
United States of America,Kyle,30,0,24,1,30,29.9932,-97.8852
United States of America,Lauderhill,35,1,35,1,28,26.1605,-80.2241
United States of America,Miami Springs,35,1,35,1,31,25.8195,-80.2894
Ecuador,Montecristi,56,1,23,0,56,-1.05,-80.6667
Canada,Nanaimo,38,1,38,1,23,49.1642,-123.9364
Poland,Nisko,65,1,46,0,65,50.52,22.1394
France,Oignies,49,1,38,1,49,50.4692,2.9936
Qatar,Doha,164,1,164,2,144,25.2867,51.5333
Germany,Altena,55,1,44,0,55,51.3,7.6667
United Kingdom of Great Britain and Northern Ireland,Ashington,43,1,40,0,43,55.181,-1.568
Russian Federation,Asino,31,1,18,1,31,57.0,86.1333
Iran (Islamic Republic of),Astara,80,1,45,0,80,38.4561,48.8786
Germany,Detmold,49,1,43,0,49,51.9378,8.8833
United States of America,El Cerrito,46,1,33,4,46,37.9196,-122.3025
United States of America,El Cerrito,46,1,33,4,46,3.6667,-76.1667
United States of America,Coalinga,32,1,32,1,18,36.142,-120.3242
Italy,Senago,91,1,67,0,91,45.5833,9.1333
United States of America,Sevierville,53,1,53,0,12,35.8872,-83.5678
Russian Federation,Shatura,40,1,40,2,31,55.5667,39.55
Germany,Simmerath,55,1,46,0,55,50.6,6.2997
United States of America,South Jordan,44,1,44,1,43,40.557,-111.9784
United States of America,Austintown,38,2,38,4,34,41.0932,-80.7405
Chile,Arauco,50,1,15,5,50,-37.25,-73.3167
China,Yingkou,74,3,69,4,74,40.6653,122.2297
Colombia,Yarumal,73,1,22,0,73,7.0,-75.5
Colombia,Yarumal,73,1,22,0,73,7.0306,-75.5905
United States of America,Charlton,66,2,18,13,66,42.1351,-71.968
Russian Federation,Chebarkul,33,1,33,0,19,54.9833,60.3667
China,Binzhou,182,4,182,2,135,37.3806,118.0125
United Kingdom of Great Britain and Northern Ireland,Carnoustie,29,0,29,1,10,56.501,-2.71
United States of America,Brenham,103,1,19,2,103,30.1584,-96.3966
Mexico,Lerma,126,3,8,15,126,19.2847,-99.5119
Mexico,Lerma,126,3,8,15,126,19.8,-90.6
Belgium,Lessines,35,0,28,3,35,50.7167,3.8333
Italy,Medicina,40,1,40,2,27,44.4833,11.6333
Netherlands,Nieuwkoop,34,0,34,1,28,52.1833,4.7667
Belgium,Nivelles,40,1,22,5,40,50.5833,4.3167
Japan,Takikawa,31,1,31,0,16,43.5578,141.9104
Saudi Arabia,Tabuk,175,1,86,0,175,17.4069,121.4425
Saudi Arabia,Tabuk,175,1,86,0,175,17.4084,121.2785
Chile,Talagante,251,18,0,27,251,-33.6667,-70.8667
Switzerland,Baar,52,1,30,1,52,47.2,8.5167
Russian Federation,Berdsk,42,1,42,1,37,54.75,83.1
Czechia,Prague,81,1,37,2,81,50.0875,14.4214
India,Phuntsholing,60,2,38,0,60,26.85,89.3833
United States of America,Northlake,66,2,13,20,66,41.9142,-87.9054
Russian Federation,Yelabuga,53,1,37,1,53,55.7667,52.0833
Belgium,Zelzate,58,1,36,4,58,51.2,3.8167
United States of America,Groton,30,1,28,5,30,41.3598,-72.0293
United States of America,Groton,30,1,28,5,30,42.6137,-71.5614
France,Vannes,59,1,31,2,59,47.6559,-2.7603
Russian Federation,Tyumen,32,1,32,0,27,57.15,65.5333
Belgium,Virton,58,1,40,2,58,49.5675,5.5325
United States of America,Hugo,51,1,38,5,51,45.1671,-92.9588
United States of America,Cheshire,59,2,19,17,59,41.5113,-72.9036
United States of America,Draper,38,1,26,7,38,40.4957,-111.8605
Russian Federation,Toguchin,42,1,42,0,37,55.2333,84.4167
United States of America,Fort Washington,51,1,28,9,51,38.7339,-77.0069
Romania,Mioveni,47,1,41,0,47,44.9569,24.9406
New Zealand,Masterton,13,0,13,2,11,-40.97,175.65
Germany,Ahaus,54,1,16,9,54,52.0667,7.0
Cameroon,Douala,79,3,25,1,79,4.05,9.7
United States of America,East Hanover,71,2,14,20,71,40.8192,-74.3638
United States of America,East Meadow,65,2,17,21,65,40.7197,-73.5604
France,Elbeuf,53,1,27,3,53,49.2858,1.0083
Germany,Frankfurt,39,0,31,1,39,50.1106,8.6822
Philippines,Pasacao,53,1,23,0,53,13.5103,123.0419
India,Panna,203,1,45,0,203,24.72,80.2
United States of America,Savannah,74,2,31,3,74,32.0286,-81.1821
India,Sendhwa,152,0,33,0,152,21.6847,75.0953
India,Punjai Puliyampatti,46,0,25,0,46,11.3516,77.1667
,Key Biscayne,60,1,17,10,60,25.6908,-80.1653
Russian Federation,Kirovsk,27,1,27,0,7,48.6333,38.65
Russian Federation,Kirovsk,27,1,27,0,7,67.6167,33.65
Russian Federation,Kirovsk,27,1,27,0,7,59.8667,30.9833
Poland,Szczecin,34,1,26,3,34,53.4325,14.5481
Italy,Taviano,68,1,49,2,68,39.9833,18.0833
France,Thiers,36,1,24,2,36,45.8564,3.5475
Kyrgyzstan,Toktogul,84,0,41,0,84,41.8722,72.9389
India,Chichli,152,1,36,0,152,22.8336,78.8261
Poland,Szczytno,34,0,34,0,34,53.5667,20.9833
United States of America,Adelanto,79,2,31,12,79,34.5814,-117.4397
Spain,Algeciras,40,1,27,5,40,36.1275,-5.4539
Spain,Algeciras,40,1,27,5,40,2.5333,-75.3167
Belgium,Balen,36,1,23,5,36,51.1667,5.15
Democratic Republic of the Congo,Lubao,99,2,23,1,99,14.9333,120.6
Democratic Republic of the Congo,Lubao,99,2,23,1,99,-5.385,25.745
Netherlands,Delfzijl,30,1,30,3,27,53.3333,6.9167
Malaysia,Kuching,46,1,16,0,46,1.5575,110.3439
France,Montrouge,31,1,28,2,31,48.8172,2.3219
United States of America,West Odessa,58,1,31,1,58,31.8389,-102.5003
United States of America,Wyoming,74,2,15,17,74,42.8908,-85.7066
United States of America,Wyoming,74,2,15,17,74,39.2297,-84.4816
Ukraine,Zhmerynka,72,1,38,1,72,49.05,28.1
France,Cahors,40,1,24,2,40,44.4475,1.4406
Germany,Schkeuditz,31,0,31,1,31,51.4,12.2167
Russian Federation,Seltso,44,0,33,0,44,53.3678,34.0978
Italy,Sesto San Giovanni,62,1,39,3,62,45.5333,9.2333
India,Agartala,125,1,39,1,125,23.8333,91.2833
Brazil,Almenara,28,1,3,1,28,-16.1005,-40.7101
Philippines,Balagtas,71,1,24,1,71,14.8145,120.9085
Czechia,Beroun,59,1,48,0,59,49.9642,14.0739
Côte d'Ivoire,Bondoukou,27,1,21,0,27,8.0333,-2.8
United States of America,Centerville,45,1,45,1,42,39.6339,-84.1449
United States of America,Centerville,45,1,45,1,42,40.9284,-111.8848
Spain,Santa Comba,30,1,30,2,28,43.0383,-8.8142
Paraguay,Villa Elisa,24,0,16,0,24,-25.5075,-57.5725
Paraguay,Villa Elisa,24,0,16,0,24,-32.1667,-58.4
Brazil,Vinhedo,72,1,30,1,72,-23.03,-46.975
United States of America,Webster,48,1,38,2,48,43.2294,-77.4454
United States of America,Webster,48,1,38,2,48,42.0521,-71.8485
United States of America,Webster,48,1,38,2,48,29.5317,-95.1188
Ethiopia,Werota,54,1,18,0,54,11.9167,37.7
Mexico,Xalapa,52,1,29,0,52,19.54,-96.9275
Russian Federation,Yartsevo,37,1,37,0,16,55.0667,32.7
Russian Federation,Zima,34,1,8,6,34,53.9167,102.05
Democratic Republic of the Congo,Bunia,51,1,16,0,51,1.5667,30.25
Philippines,San Narciso,69,0,25,0,69,13.5677,122.5667
Philippines,San Narciso,69,0,25,0,69,15.0167,120.0833
India,Salaya,153,0,28,0,153,13.8023,100.3208
Indonesia,Teluknaga,188,4,188,3,163,-6.0989,106.6381
Mexico,Tuxtepec,84,2,20,4,84,18.1,-96.1167
United States of America,Villas,46,1,25,5,46,26.5504,-81.8678
United States of America,Villas,46,1,25,5,46,39.0157,-74.935
South Africa,Virginia,160,4,12,12,160,-28.1064,26.8622
South Africa,Vryheid,92,2,13,5,92,-27.7669,30.8
Russian Federation,Vyazma,32,1,32,0,11,55.2107,34.2912
Germany,Weinsberg,51,1,28,3,51,49.1518,9.2857
Italy,Francavilla Fontana,78,1,44,3,78,40.5333,17.5833
Botswana,Gaborone,71,1,9,2,71,-24.6581,25.9122
Japan,Ginowan,99,2,99,0,40,26.2817,127.7783
China,Chenzhou,126,4,60,4,126,25.7989,113.0267
Chile,Laja,57,1,10,7,57,-37.2667,-72.7
Angola,Luau,54,1,20,0,54,-10.7044,22.2283
Cameroon,Mbalmayo,49,2,23,0,49,3.5167,11.5
Germany,Alsdorf,43,1,24,4,43,50.8833,6.1667
Turkey,Bafra,48,1,48,0,14,41.5722,35.9147
Thailand,Ban Pong,39,0,23,0,39,13.8174,99.883
Switzerland,Binningen,87,1,25,3,87,47.5333,7.5667
United States of America,Bluefield,36,1,36,1,18,37.2608,-81.2143
Ukraine,Boryslav,80,1,41,0,80,49.2881,23.4267
Italy,Martellago,86,2,32,6,86,45.5467,12.1575
India,Muri,186,2,98,1,186,46.9333,7.4833
Brazil,Forquilhinha,45,1,18,2,45,-28.7469,-49.4719
United States of America,Holly Hill,43,1,30,6,43,29.2442,-81.0465
United States of America,Enterprise,81,2,12,8,81,36.0091,-115.2278
United States of America,Enterprise,81,2,12,8,81,31.3275,-85.8463
United States of America,Greenwich,58,1,42,7,58,41.0665,-73.6368
United Kingdom of Great Britain and Northern Ireland,Halifax,53,0,31,1,53,44.6475,-63.5906
United Kingdom of Great Britain and Northern Ireland,Halifax,53,0,31,1,53,53.725,-1.863
Russian Federation,Manturovo,50,1,29,1,50,58.3333,44.7667
,Peniche,30,1,30,3,19,39.35,-9.3667
Libya,Darnah,53,1,53,0,33,32.7667,22.6333
Nigeria,Wukari,91,3,19,1,91,7.8704,9.78
China,Yilan,46,1,46,0,46,24.75,121.75
Slovakia,Zvolen,69,1,42,1,69,48.5706,19.1175
Brazil,Lavras,44,1,10,2,44,-21.245,-45.0
Indonesia,Manggar,34,0,19,0,34,-2.89,108.27
Armenia,Vanadzor,30,1,27,0,30,40.8128,44.4883
United States of America,Victorville,74,2,28,13,74,34.5277,-117.3536
Cuba,Placetas,55,1,19,3,55,22.3158,-79.6556
Ghana,Suhum,84,1,18,1,84,6.0333,-0.45
United States of America,Urbana,47,1,27,9,47,40.1107,-88.1973
United States of America,Urbana,47,1,27,9,47,39.3274,-77.3423
United States of America,Urbana,47,1,27,9,47,40.1085,-83.7541
Sweden,Varberg,40,0,40,0,20,57.1167,12.2167
Russian Federation,Yurga,49,1,30,0,49,55.7231,84.8861
Mexico,Zaragoza,49,1,20,6,49,41.65,-0.8833
Mexico,Zaragoza,49,1,20,6,49,15.4492,120.7933
Mexico,Zaragoza,49,1,20,6,49,14.6498,-90.8902
Mexico,Zaragoza,49,1,20,6,49,7.494,-74.871
Mexico,Zaragoza,49,1,20,6,49,28.4869,-100.9175
Mexico,Zaragoza,49,1,20,6,49,17.9487,-94.6436
Mexico,Zaragoza,49,1,20,6,49,13.5833,-89.2833
Germany,Werdohl,34,1,34,1,26,51.2667,7.7667
Germany,Witten,34,1,34,2,27,51.4333,7.3333
China,Xingyi,78,3,37,3,78,25.091,104.9011
China,Xuanzhou,156,3,156,3,111,30.9475,118.7518
United States of America,Waldorf,67,2,37,5,67,38.6085,-76.9194
Namibia,Omaruru,35,0,21,0,35,-21.4333,15.9333
Lithuania,Palanga,35,1,29,1,35,55.9167,21.0667
Germany,Lehrte,57,1,39,3,57,52.3667,9.9667
China,Licheng,135,3,16,16,135,31.4174,119.4786
China,Licheng,135,3,16,16,135,24.4935,110.3902
United States of America,Snellville,86,3,14,24,86,33.8562,-84.0038
India,Sojat,178,1,32,0,178,25.92,73.67
Philippines,Agoo,54,0,24,1,54,16.322,120.3647
Germany,Alpen,40,1,31,2,40,51.575,6.5125
Peru,Arequipa,57,1,4,5,57,-16.4,-71.5333
China,Yingzhong,131,3,131,1,90,32.2381,119.8133
Colombia,Zarzal,73,2,3,5,73,4.3983,-76.0772
Germany,Trossingen,42,1,23,2,42,48.0756,8.6361
Ukraine,Vesele,40,1,40,0,27,47.0189,34.9212
Netherlands,Lisse,40,1,27,5,40,52.25,4.55
Germany,Kolkwitz,33,0,33,1,27,51.7496,14.2457
India,Sagauli,253,4,166,1,253,26.7833,84.7333
France,Sallanches,28,1,28,0,25,45.9364,6.6319
Brazil,Urussanga,43,1,13,4,43,-28.5178,-49.3208
Italy,Valenzano,49,1,49,1,37,41.05,16.8833
Belgium,Tremelo,37,1,30,3,37,50.9911,4.7044
Switzerland,Zollikon,32,1,28,1,32,47.3422,8.5783
Belgium,Zottegem,36,1,26,3,36,50.8667,3.8
United States of America,Saint Petersburg,54,1,21,9,54,59.95,30.3167
Philippines,Surigao,53,1,22,0,53,9.7897,125.4958
Colombia,Tame,20,1,10,0,20,6.4667,-71.7333
United States of America,Tampa,67,1,13,17,67,27.9945,-82.4447
Russian Federation,Tashtagol,32,1,32,0,29,52.7667,87.8667
United States of America,Somers Point,35,1,35,2,29,39.3167,-74.6066
Poland,Kalisz,34,1,32,1,34,51.7575,18.08
Germany,Halberstadt,38,1,38,1,26,51.8958,11.0467
Peru,Nauta,32,1,1,0,32,-4.5083,-73.5833
Viet Nam,Nha Trang,65,2,30,0,65,12.245,109.1917
United States of America,Oklahoma City,53,1,26,4,53,35.4676,-97.5136
United States of America,Schererville,72,2,10,26,72,41.4861,-87.4442
Belgium,Tervuren,44,1,25,4,44,50.8167,4.5
Canada,Thetford Mines,40,1,40,0,22,46.1,-71.3
United States of America,Smithtown,72,2,40,10,72,40.8663,-73.2164
Russian Federation,Tarusa,41,0,31,2,41,54.7333,37.1833
Russian Federation,Bataysk,45,1,45,2,20,47.1667,39.7333
Monaco,Beausoleil,56,1,56,1,42,43.7419,7.4236
Spain,Berga,40,1,40,0,35,42.1,1.8456
United States of America,Caldwell,41,1,31,1,41,40.8389,-74.2776
United States of America,Caldwell,41,1,31,1,41,43.6453,-116.6594
Brazil,Esplanada,15,0,15,1,15,-11.7958,-37.945
Brazil,Angatuba,18,1,8,1,18,-23.4903,-48.4128
,Manzanillo,29,1,20,1,29,19.0522,-104.3158
,Manzanillo,29,1,20,1,29,20.3397,-77.1086
Sri Lanka,Kilinochchi,59,0,28,0,59,9.4004,80.3999
Paraguay,San Estanislao,56,2,3,2,56,-24.65,-56.4333
Paraguay,San Estanislao,56,2,3,2,56,10.4,-75.15
Italy,Treviso,73,1,41,2,73,45.6722,12.2422
Spain,Teruel,54,1,27,1,54,40.3456,-1.1065
Spain,Teruel,54,1,27,1,54,2.75,-75.5667
United States of America,Texarkana,51,2,34,4,51,33.45,-94.0847
United States of America,Texarkana,51,2,34,4,51,33.436,-93.9959
United States of America,Torrance,86,2,13,28,86,33.8346,-118.3416
Germany,Limburgerhof,62,1,61,0,62,49.4222,8.3919
Guatemala,Almolonga,90,3,7,11,90,14.8122,-91.4944
Sweden,Kristinehamn,32,1,32,0,13,59.3,14.1167
United States of America,Newark,67,2,21,16,67,40.7245,-74.1725
United States of America,Newark,67,2,21,16,67,40.0706,-82.425
United States of America,Newark,67,2,21,16,67,37.5201,-122.0307
United States of America,Newark,67,2,21,16,67,39.6776,-75.7576
United States of America,Newark,67,2,21,16,67,43.0418,-77.093
Italy,Modica,65,1,42,1,65,36.8672,14.7614
India,Pudur,32,1,28,0,32,9.0001,77.2076
Mauritius,Rose Belle,40,0,30,0,40,-20.4025,57.6061
Myanmar,Sagaing,26,1,26,0,24,21.8822,95.9786
China,Pingtung,130,2,130,3,89,22.6761,120.4942
Russian Federation,Polyarnyye Zori,32,1,32,0,12,67.3667,32.5
Germany,Eutin,42,1,42,0,26,54.1378,10.6181
United States of America,Fremont,52,1,38,2,52,37.5265,-121.9843
United States of America,Fremont,52,1,38,2,52,41.4395,-96.4873
United States of America,Fremont,52,1,38,2,52,41.3535,-83.1147
France,Narbonne,48,1,48,0,33,43.1836,3.0042
Hungary,Dunakeszi,63,1,63,0,57,47.6303,19.1412
South Africa,Port Shepstone,39,1,29,0,39,-30.75,30.45
Italy,San Bonifacio,84,1,51,0,84,45.4,11.2833
United States of America,River Edge,52,1,46,2,52,40.9269,-74.0387
United States of America,Roanoke Rapids,42,1,41,1,42,36.4452,-77.649
Kazakhstan,Petropavl,36,1,36,0,16,54.8833,69.1667
Mozambique,Chibuto,46,1,19,0,46,-24.6833,33.5333
United States of America,Colorado Springs,68,1,20,6,68,38.8674,-104.7605
United States of America,Copiague,64,2,17,22,64,40.6707,-73.3922
Peru,Cutervo,31,1,8,0,31,-6.3778,-78.8167
Spain,Colmenar Viejo,57,1,25,3,57,40.6589,-3.7658
Japan,Takaoka,60,1,54,2,60,36.7541,137.0257
United States of America,Hewitt,34,1,26,2,34,31.452,-97.196
United States of America,Ithaca,43,1,36,0,43,42.4442,-76.5032
Canada,Joliette,38,1,23,1,38,46.0167,-73.45
Russian Federation,Kansk,35,1,35,0,20,56.2,95.7167
United Republic of Tanzania,Kasulu,25,2,14,0,25,-4.58,30.1
India,Dumra,107,3,83,1,107,26.5671,85.5204
India,Dumra,107,3,83,1,107,25.5907,87.0614
Germany,Eisenberg,46,1,26,3,46,50.9667,11.9
Germany,Eisenberg,46,1,26,3,46,49.5614,8.0725
Slovakia,Bratislava,61,1,33,2,61,48.1439,17.1097
Canada,Calgary,47,1,13,8,47,51.05,-114.0667
Pakistan,Dadu,166,1,40,0,166,26.7319,67.775
China,Dalian,97,4,97,5,79,38.9,121.6
Philippines,Dapitan,37,1,17,0,37,8.6549,123.4243
,Forio,51,1,51,1,20,40.7333,13.85
,Tiverton,32,1,24,7,32,50.903,-3.488
,Tiverton,32,1,24,7,32,41.609,-71.1741
Poland,Tychy,104,2,28,8,104,50.1236,18.9867
Thailand,Ubon Ratchathani,46,1,26,0,46,15.2281,104.8594
India,Umarkot,159,1,31,1,159,25.3614,69.7361
India,Umarkot,159,1,31,1,159,19.6653,82.2063
Brazil,Valente,30,0,11,1,30,-11.4119,-39.4619
Germany,Betzdorf,29,1,29,3,29,50.7856,7.8728
Italy,Porto Empedocle,65,1,40,2,65,37.2944,13.5272
France,Auray,33,0,33,0,26,47.6678,-2.9825
United States of America,Springboro,84,1,41,5,84,39.5615,-84.2348
United States of America,Suamico,58,2,25,7,58,44.6354,-88.0683
United States of America,Colonial Heights,46,1,46,1,46,37.265,-77.3969
,Sorrento,61,1,45,3,61,40.6278,14.3736
United States of America,Pittsburgh,53,2,36,10,53,40.4397,-79.9763
Russian Federation,Vyborg,30,1,30,1,14,60.7106,28.7497
Germany,Worms,54,1,30,3,54,49.6319,8.3653
Germany,Xanten,39,0,32,2,39,51.6622,6.4539
Ukraine,Illintsi,70,1,42,0,70,49.1,29.2
Russian Federation,Bobrov,41,1,41,0,27,51.1,40.0333
Italy,Bresso,90,1,66,0,90,45.5333,9.1833
Germany,Sankt Ingbert,41,1,39,2,41,49.3,7.1167
Philippines,Iligan,56,1,22,0,56,8.23,124.25
Russian Federation,Mariinsk,31,1,31,0,29,56.2,87.7833
Ukraine,Mena,52,1,36,0,52,51.5167,32.2167
Japan,Miyoshi,44,1,44,0,35,35.0894,137.0748
Japan,Miyoshi,44,1,44,0,35,34.8,132.85
Japan,Miyoshi,44,1,44,0,35,34.026,133.8072
Brazil,Monte Azul Paulista,38,1,11,1,38,-20.9072,-48.6414
Germany,Dorfen,64,1,38,2,64,48.2667,12.15
France,Maromme,31,0,31,1,27,49.4819,1.0419
India,Narasingapuram,81,0,30,0,81,11.6038,78.5778
India,Narasingapuram,81,0,30,0,81,12.9728,79.284
United Republic of Tanzania,Njombe,24,0,14,0,24,-9.3333,34.7667
Sweden,Ludvika,31,1,31,0,12,60.1333,15.1833
Japan,Suzaka,40,1,40,0,20,36.6511,138.3073
Hungary,Tata,66,1,34,3,66,47.6526,18.3238
Hungary,Tata,66,1,34,3,66,29.7428,-7.9725
Uganda,Busia,86,5,37,2,86,0.4669,34.09
Uganda,Busia,86,5,37,2,86,0.4633,34.1053
Czechia,Cheb,31,0,31,1,24,50.0794,12.3706
Bolivia (Plurinational State of),Caranavi,17,1,3,0,17,-15.8333,-67.5667
India,Nalgonda,142,1,38,0,142,17.05,79.27
United Kingdom of Great Britain and Northern Ireland,Bebington,46,1,27,4,46,53.35,-3.003
Peru,Chincha Alta,30,1,14,1,30,-13.45,-76.1333
Brazil,Condado,38,0,17,2,38,-7.5858,-35.1058
Guatemala,Cuyotenango,105,4,6,14,105,14.5421,-91.5723
Poland,Brzeg,81,1,42,1,81,50.8667,17.4833
United States of America,Mason City,39,1,39,2,38,43.1487,-93.1997
United States of America,Medway,73,2,15,19,73,42.1535,-71.4291
United States of America,Lynbrook,116,4,14,34,116,40.6579,-73.6742
Central African Republic,Alindao,60,1,14,0,60,5.0333,21.2167
Italy,Amantea,53,1,48,0,53,39.1333,16.0667
Madagascar,Amboasary,25,0,24,0,25,-25.05,46.3833
Russian Federation,Yasnogorsk,39,1,39,0,22,54.5,37.6667
Brazil,Diamantino,75,3,9,1,75,-14.4089,-56.4458
India,Tirumala,97,2,33,3,97,13.6833,79.35
Mexico,Tlaquepaque,54,1,30,0,54,20.6167,-103.3167
Brazil,Viradouro,55,1,23,0,55,-20.8728,-48.2969
Germany,Wadgassen,66,1,54,0,66,49.2667,6.7833
Kenya,Wajir,20,0,19,0,20,1.75,40.05
India,Jevargi,97,1,38,0,97,17.0139,76.7732
Sweden,Uppsala,29,1,29,0,9,59.8581,17.6447
Sweden,Uppsala,29,1,29,0,9,59.8601,17.64
France,Vesoul,53,1,29,2,53,47.6222,6.1553
Russian Federation,Vuktyl,45,1,31,0,45,63.7,57.3167
United States of America,West Mifflin,89,3,11,28,89,40.3581,-79.9073
Brazil,Guaiuba,34,0,21,1,34,-4.04,-38.6369
